school_key,academic_year,event_type,sequence_no,title_zh,start_at,end_at,all_day
PRV-18,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-18,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-18,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-19,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-19,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-19,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-19,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-19,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-19,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-19,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-20,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-20,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-20,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-20,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-20,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-20,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-20,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-21,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-21,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-21,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-21,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-21,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-21,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-21,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-22,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-22,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-22,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-22,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-22,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-22,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-22,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-23,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-23,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-23,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-23,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-23,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-23,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-23,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-24,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-24,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-24,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-24,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-24,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-24,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-24,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-25,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-25,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-25,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-25,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-25,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-25,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-25,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-26,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-26,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-26,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-26,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-26,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-26,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-26,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-27,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-27,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-27,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-27,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-27,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-27,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-27,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-28,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-28,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-28,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-28,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-28,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-28,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-28,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-29,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-29,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-29,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-29,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-29,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-29,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-29,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-30,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-30,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-30,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-30,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-30,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-30,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-30,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-31,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-31,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-31,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-31,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-31,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-31,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-31,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-32,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-32,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-32,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-32,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-32,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-32,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-32,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-33,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-33,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-33,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-33,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-33,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-33,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-33,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-34,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-34,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-34,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-34,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-34,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-34,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-34,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-35,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-35,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-35,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-35,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-35,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-35,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-35,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-36,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-36,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-36,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-36,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-36,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-36,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-36,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-37,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-37,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-37,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-37,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-37,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-37,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-37,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-38,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-38,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-38,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-38,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-38,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-38,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-38,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-39,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-39,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-39,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-39,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-39,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-39,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-39,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-40,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-40,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-40,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-40,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-40,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-40,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-40,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-41,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-41,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-41,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-41,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-41,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-41,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-41,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-42,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-42,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-42,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-42,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-42,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-42,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-42,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-43,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-43,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-43,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-43,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-43,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-43,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-43,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-44,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-44,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-44,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-44,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-44,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-44,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-44,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PRV-45,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PRV-45,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PRV-45,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PRV-45,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PRV-45,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PRV-45,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PRV-45,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-01,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-01,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-01,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-01,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-01,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-01,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-01,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-02,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-02,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-02,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-02,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-02,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-02,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-02,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-03,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-03,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-03,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-03,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-03,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-03,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-03,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-04,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-04,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-04,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-04,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-04,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-04,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-04,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-05,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-05,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-05,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-05,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-05,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-05,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-05,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-06,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-06,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-06,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-06,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-06,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-06,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-06,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-07,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-07,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-07,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-07,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-07,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-07,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-07,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
PIS-08,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
PIS-08,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
PIS-08,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
PIS-08,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
PIS-08,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
PIS-08,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
PIS-08,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-01,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-01,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-01,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-01,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-01,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-01,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-01,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-02,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-02,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-02,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-02,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-02,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-02,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-02,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-03,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-03,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-03,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-03,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-03,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
